BD,WOBA,SPPA,TQA,ROPA,RPMA,MFIA,HKLA,Gamma
1728.83,0.591,18.537,0.227,1.725,0.0,944.36,49.482,132.0
1730.3,2.458,21.362,7.649,45.408,51.576,944.241,55.41,119.0
1730.72,3.114,21.75,7.856,45.135,52.006,944.122,54.755,123.0
1731.23,3.014,21.475,7.622,45.135,51.915,944.003,54.854,121.0
1731.52,3.137,21.914,8.291,45.135,52.276,944.36,54.732,124.0
1732.6,3.734,21.484,7.849,41.489,51.652,944.479,54.134,99.0
1733.75,3.309,21.518,8.171,38.871,51.806,944.597,54.559,117.0
1734.33,3.56,21.512,7.773,37.774,51.721,944.003,54.308,110.0
1734.54,3.616,21.79,8.078,37.774,51.958,944.003,54.252,119.0
1734.95,3.554,21.733,7.904,41.842,51.559,944.122,54.315,114.0
1735.33,3.813,21.956,8.18,41.842,52.358,944.479,54.056,98.0
1736.48,3.856,20.981,7.869,41.448,51.607,944.122,54.012,107.0
1736.96,3.95,21.353,8.144,34.671,51.658,944.835,53.919,110.0
1738.34,4.368,21.1,7.85,31.633,51.717,944.122,53.501,103.0
1739.01,3.938,20.347,7.276,31.633,51.63,944.122,53.93,115.0
1740.19,4.118,20.826,7.548,21.854,51.858,944.241,53.751,120.0
1740.72,4.341,20.892,7.728,22.285,51.415,944.716,53.527,128.0
1742.06,3.952,21.266,7.392,22.094,51.886,944.716,53.917,118.0
1742.58,3.728,20.297,7.058,22.094,52.017,944.122,54.14,114.0
1743.58,0.0,19.234,8.051,22.094,51.468,944.122,54.622,120.0
1743.99,1.537,16.706,8.039,23.77,40.504,820.205,56.86,107.0
1744.22,3.187,17.818,8.344,23.77,40.962,820.443,55.21,104.0
1744.34,3.121,17.631,8.52,38.534,40.637,820.681,55.275,110.0
1744.84,6.335,18.838,8.037,38.534,40.683,820.205,52.061,128.0
1744.99,7.08,17.65,7.544,38.534,41.182,820.562,51.317,130.0
1745.06,6.723,17.234,7.498,38.534,40.76,820.8,51.673,128.0
1745.34,6.921,18.967,8.368,34.393,40.759,820.205,51.475,126.0
1746.01,7.923,16.918,6.476,34.393,40.648,820.562,50.474,115.0
1746.56,6.693,16.033,6.583,34.393,40.836,820.324,51.704,113.0
1748.02,2.918,17.256,8.784,29.924,40.546,819.967,55.478,120.0
1749.03,3.293,17.922,9.09,37.53,40.831,820.324,55.103,120.0
1752.6,4.531,18.399,7.284,36.961,40.481,820.562,53.866,104.0
1753.28,4.383,18.082,8.524,37.929,40.483,820.562,54.014,111.0
1754.29,4.456,18.267,7.594,38.494,40.823,820.562,53.94,113.0
1754.97,6.756,17.242,6.678,38.494,40.768,820.919,51.64,92.0
1756.02,0.0,15.91,7.667,38.494,40.688,820.919,56.878,107.0
1756.76,6.351,16.101,5.543,14.718,40.8,820.324,52.045,112.0
1757.71,7.258,16.24,5.499,3.461,40.88,819.967,51.138,110.0
1758.34,2.341,17.028,8.072,9.993,40.618,820.086,56.055,106.0
1759.32,2.529,17.493,8.098,30.055,40.546,820.324,55.867,0.0
1766.97,3.655,18.934,8.206,36.057,40.814,819.848,54.742,110.0
1767.28,3.813,18.84,7.961,36.057,40.722,820.443,54.583,116.0
1772.94,2.472,15.471,8.192,20.88,40.783,804.864,56.827,99.0
1773.77,3.094,16.878,9.045,40.004,40.857,804.864,56.204,116.0
1780.48,4.373,18.629,8.696,38.632,41.669,821.87,53.997,88.0
1789.76,3.42,16.695,7.883,27.507,41.618,821.989,54.95,101.0
1790.94,4.324,18.615,8.164,33.24,41.536,821.513,54.046,104.0
1794.24,4.625,17.048,8.765,25.703,41.441,757.771,53.745,98.0
1796.29,4.314,16.393,7.657,19.386,41.428,757.771,54.056,115.0
1798.26,4.405,15.897,7.182,31.961,41.479,757.771,53.964,111.0
1800.19,1.858,16.527,7.338,20.24,41.712,854.098,56.511,106.0
1805.24,4.796,15.33,8.177,37.532,51.244,769.187,56.341,102.0
1806.2,4.988,15.628,7.827,21.18,51.462,768.474,56.149,110.0
1808.48,5.252,15.816,7.916,18.303,51.33,768.474,55.885,105.0
1809.45,4.968,15.43,8.033,17.241,51.086,769.069,56.169,110.0
1811.5,5.08,15.098,7.781,17.336,51.229,768.831,56.057,108.0
1811.98,5.332,15.394,8.076,17.336,51.041,768.474,55.805,0.0
1816.98,6.338,16.556,8.44,28.665,52.369,768.593,54.798,114.0
1820.07,5.996,16.826,8.682,26.883,51.046,768.95,55.141,110.0
1824.86,6.193,16.915,8.572,24.502,50.957,768.474,54.943,128.0
1828.11,5.94,16.823,7.77,23.423,51.269,768.95,55.197,106.0
1831.11,4.159,16.444,8.386,37.377,51.905,764.193,55.878,92.0
1833.56,5.425,15.974,8.045,40.455,51.833,764.193,54.63,102.0
1842.78,5.384,15.964,8.555,28.371,51.713,757.771,54.671,111.0
1845.07,7.132,16.117,7.258,29.211,51.596,757.771,52.923,91.0
1849.86,5.039,16.887,8.35,30.884,51.596,757.771,55.016,129.0
1851.37,5.931,16.428,8.141,32.063,51.177,757.771,54.124,140.0
1854.07,5.544,16.274,8.232,17.503,51.508,757.652,54.511,123.0
1855.22,5.377,15.812,8.075,20.684,51.297,757.771,54.678,111.0
1857.45,5.291,15.629,8.108,19.323,51.25,757.771,54.764,115.0
1858.44,0.0,19.364,8.162,19.323,51.274,916.532,58.118,120.0
1862.06,2.217,15.72,8.253,23.003,52.108,810.216,56.732,89.0
1864.77,1.795,15.846,9.11,33.525,52.008,756.938,58.386,111.0
1867.1,3.336,15.435,9.001,37.353,51.926,757.057,56.845,116.0
1867.75,3.284,15.457,9.063,24.073,51.909,757.414,56.898,115.0
1870.45,5.615,16.85,8.621,31.061,51.892,757.414,56.082,109.0
1876.95,6.091,16.682,8.57,32.37,51.924,756.938,55.606,0.0
1877.77,5.936,16.213,8.197,31.913,51.867,757.414,55.761,135.0
1879.37,5.846,15.923,8.544,14.809,52.198,757.295,55.85,121.0
1883.31,5.317,15.506,8.462,11.936,51.749,757.176,56.38,122.0
1884.85,4.675,15.152,8.795,17.464,52.017,757.414,57.022,120.0
1886.8,0.0,18.898,9.476,21.011,51.459,910.824,59.96,101.0
1887.58,1.398,15.136,9.361,16.502,50.26,767.166,60.198,119.0
1889.59,4.785,16.483,8.753,36.604,50.951,767.404,56.812,113.0
1891.36,5.355,15.844,8.12,31.087,50.539,762.29,56.242,95.0
1893.37,4.344,15.86,8.994,10.971,51.366,762.29,57.253,115.0
1896.08,4.636,16.233,7.874,29.575,51.109,762.647,56.961,103.0
1897.01,0.0,14.436,9.926,29.575,50.854,762.171,60.425,123.0
1899.5,5.248,17.114,8.887,26.138,52.515,796.896,56.744,128.0
1900.51,5.405,16.802,8.822,26.111,52.107,797.372,56.587,0.0
1902.74,6.767,16.729,7.103,18.864,52.31,797.015,55.225,131.0
